Comments,Mentions_Problem
"[6976, 6875, 3490, 2000, 4380, 6925, 1713, 961, 5693, 6976, 2891, 1713, 3767, 710, 5881, 9, 192, 1466, 4028, 6183, 6973, 6976, 6875, 4889, 5800, 6976, 2891, 1713, 1466, 3490, 4662, 1944, 3684, 6976, 1713, 4009, 5627, 192, 6976, 4631, 4837, 5351, 4851, 7005, 3061, 4009, 4028, 1970, 3633, 1713, 7611, 6312, 1299, 3767, 6976, 7439, 3061, 1466, 4788, 4574, 3061, 192, 6989, 156, 4028, 2083, 1299, 5694, 3281, 1473, 5479, 6991, 1713, 3767, 7439, 3067, 961, 5977, 5035, 4851, 4941, 4496, 192, 3657, 3490, 4451, 7005, 4159, 7041, 1466, 4028, 6183, 6994, 2421, 4662, 6848, 4657, 863, 192, 3767, 4738, 810, 6925, 1713, 156, 6994, 925, 5476, 6439, 4730, 3633, 1713, 3767, 4028, 7611, 4359, 6976, 1713, 4627, 1842, 192]",1
"[6976, 6959, 2521, 4662, 6179, 7060, 1299, 3731, 192, 6976, 4927, 6963, 4876, 2853, 6323, 6976, 6959, 1077, 4788, 3731, 192, 6994, 6312, 5063, 7651, 3412, 192, 4627, 7670, 4713, 7060, 3490, 1311, 2546, 6985, 192]",1
"[6976, 6925, 5179, 4310, 1835, 3174, 6976, 3357, 6102, 4851, 1581, 192, 6985, 1077, 6439, 1581, 6728, 1103, 3767, 5888, 4380, 2994, 4830, 1077, 2127, 7604, 4889, 4882, 2083, 3490, 1311, 7324, 192]",0
"[6369, 4028, 1293, 4009, 5695, 156, 7005, 4009, 4788, 2979, 5762, 192]",0
"[4753, 2953, 6925, 5179, 3174, 6976, 5397, 4009, 4451, 156, 4100, 711, 6166, 2693, 4876, 3627, 6976, 2891, 6925, 1537, 3174, 5881, 5063, 192, 4362, 4753, 4449, 4851, 3627, 6978, 1581, 3717, 711, 5279, 140, 3658, 192, 2521, 6994, 2828, 868, 4028, 141, 4925, 3479, 711, 4730, 6925, 1534, 1311, 7708, 7060, 7428, 6978, 1581, 192, 909, 4851, 6976, 724, 1077, 4543, 192]",1
"[6976, 4731, 6925, 5179, 5035, 4009, 3379, 156, 3767, 7005, 5035, 156, 6976, 1208, 2347, 6976, 2431, 4489, 7611, 4712, 6925, 156, 961, 3355, 6976, 1979, 156, 4028, 109, 7433, 1680, 192, 961, 3767, 6976, 1713, 5035, 156, 6976, 1208, 1835, 6976, 5103, 6925, 156, 5063, 909, 6976, 6925, 192]",0
"[6925, 5179, 3976, 6976, 1292, 7670, 961, 6635, 723, 6978, 6925, 7670, 156, 1466, 4788, 4647, 2385, 2945, 192]",1
"[6985, 4009, 4753, 4241, 5443, 7604, 6976, 5397, 4009, 2337, 6428, 6973, 3657, 1499, 4379, 6925, 6976, 6925, 1537, 192, 1466, 6976, 6134, 1947, 4851, 711, 6043, 4851, 6976, 6959, 7611, 2876, 6725, 7034, 4028, 6183, 4226, 2838, 7680, 192]",0
"[6976, 6875, 109, 3079, 6697, 5069, 6976, 6925, 192, 6994, 3490, 925, 2546, 711, 3409, 7436, 2941, 6976, 1581, 6994, 3490, 3731, 961, 7005, 4009, 1771, 192]",0
"[3657, 2083, 4788, 3084, 6976, 2652, 1537, 7604, 6976, 1713, 2421, 4662, 7670, 192, 925, 6976, 6875, 4009, 3925, 1581, 6428, 3588, 6994, 7636, 5063, 6976, 5103, 6103, 192]",0
"[4795, 6497, 7060, 794, 3530, 1103, 5279, 6925, 1537, 5063, 7651, 6976, 3357, 1581, 192]",0
"[7729, 156, 3657, 2563, 6976, 3067, 6976, 1208, 1578, 961, 6043, 6976, 7621, 5397, 3767, 4657, 4991, 7670, 6468, 156, 3162, 6976, 4378, 6955, 6592, 6570, 3767, 7631, 156, 3657, 2521, 6976, 4379, 6925, 4851, 1208, 109, 7670, 192, 961, 6976, 2926, 6045, 2069, 961, 909, 6976, 6925, 5066, 192]",0
"[7729, 6994, 7670, 7433, 7573, 192, 909, 6976, 6959, 1077, 2671]",0
"[4753, 4837, 2803, 4845, 192]",0
"[6281, 5174, 4191, 4889, 4882, 6229, 156, 4363, 4028, 7205, 156, 3657, 4889, 3320, 1292, 3668, 156, 4028, 6312, 1299, 4627, 6497, 192]",1
"[3379, 7697, 192, 2521, 4662, 4226, 6976, 5161, 7012, 192, 2083, 3490, 3835, 7651, 6445, 1347, 140, 4925, 1177, 4184, 2762, 5161, 683, 6439, 4851, 6979, 1077, 156, 7613, 6439, 4851, 6979, 1077, 7081, 6404, 7060, 5571, 141]",1
"[6976, 2942, 909, 6976, 1114, 4851, 6976, 5397, 5606, 7573, 192, 6142, 4851, 1713, 2330, 6976, 1581, 6973, 3490, 1311, 4338, 961, 925, 3518, 3767, 2941, 6976, 1050, 6991, 3439, 3490, 6849, 7060, 6435, 6976, 5353, 1128, 7060, 6979, 192]",0
"[3657, 3490, 6184, 711, 3409, 3761, 3767, 6976, 2529, 4851, 6976, 3261, 192, 4028, 2942, 6976, 3371, 4851, 6976, 5397, 961, 3627, 6976, 1581, 3490, 1311, 3731, 192]",0
"[3657, 1499, 7218, 7597, 6976, 5397, 4009, 723, 961, 7597, 6976, 6875, 5694, 3007, 2644, 192, 6976, 6875, 3479, 2938, 6978, 7670, 3767, 711, 6358, 7542, 1473, 2353, 4028, 2672, 3767, 6976, 7631, 1103, 7573, 1103, 3767, 6976, 6130, 7436, 192, 6875, 3479, 925, 3731, 4380, 1581, 6369, 6976, 4159, 5943, 3767, 1713, 1287, 1103, 7573, 1103, 7631, 192]",0
"[3379, 2764, 2355, 7611, 4100, 723, 2536, 6976, 4053, 156, 1466, 3045, 5734, 3237, 6976, 5351, 2355, 192, 6439, 2680, 2083, 3490, 1311, 7231, 7060, 794, 4627, 2343, 7060, 6976, 2355, 192]",1
"[3767, 7005, 7716, 156, 3657, 6999, 4028, 7433, 1680, 156, 6985, 1077, 1268, 3979, 156, 5353, 4712, 7060, 1299, 2546, 156, 961, 6976, 6571, 4851, 6976, 7712, 4851, 4942, 7430, 192, 877, 5582, 6976, 3096, 5035, 4851, 7005, 7704, 156, 3657, 3490, 711, 1292, 7224, 4851, 7005, 5397, 109, 4827, 4009, 7060, 5693, 6976, 4942, 7430, 192, 1822, 7651, 6976, 4942, 7430, 156, 7005, 4163, 7430, 810, 4627, 6497, 2355, 961, 4627, 6139, 156, 6991, 4731, 5035, 3518, 5577, 7224, 7005, 5397, 961, 3657, 6999, 6976, 1208, 2421, 711, 3379, 4053, 192]",0
"[6976, 7704, 5001, 3789, 4380, 1975, 192, 6428, 2536, 6976, 7436, 192, 6994, 2347, 6976, 1581, 961, 3627, 6976, 6875, 5693, 6976, 3067, 156, 1466, 7060, 6439, 2971, 156, 6994, 4100, 4251, 909, 6976, 1581, 6994, 132, 4338, 156, 1466, 4146, 4851, 2385, 2945, 192, 4226, 7597, 6994, 3490, 2546, 3767, 7631, 5001, 156, 6994, 7318, 6142, 7060, 4390, 6976, 1581, 6994, 4338, 156, 1466, 4028, 109, 4788, 4707, 7060, 2521, 6973, 192, 3345, 3479, 923, 6315, 6973, 3767, 711, 1674, 7542, 192, 961, 1103, 5328, 4451, 156, 4028, 4149, 6439, 3979, 1972, 192, 3174, 3902, 156, 3767, 6976, 710, 1268, 9, 6166, 156, 4028, 4009, 6793, 7060, 3490, 711, 2385, 3978, 7060, 710, 5881, 9, 3061, 961, 7597, 5878, 4009, 3767, 2926, 192, 4028, 6183, 6973, 6976, 6875, 2421, 4662, 3355, 711, 3379, 7218, 4925, 3978, 4851, 710, 5878, 9, 1103, 3657, 6999, 4028, 109, 4348, 5746, 7060, 5943, 3275, 192]",1
"[1103, 5105, 6976, 7436, 156, 4028, 7680, 3090, 192]",0
"[4028, 2536, 4788, 1680, 2277, 6976, 5090, 961, 2360, 5334]",1
"[2083, 4788, 3084, 6976, 4241, 7060, 5461, 5834]",1
"[6985, 109, 4753, 4241, 7060, 6976, 5461, 5834, 7034, 3657, 1499, 4788, 1598, 3684, 6976, 1449, 5069, 4925, 4788, 192, 4876, 6976, 4952, 3449, 156, 6976, 4680, 3767, 5443, 3767, 6976, 1713, 6179, 5627, 192]",1
"[3657, 1499, 4788, 3084, 711, 7542, 7060, 4379, 6925, 6976, 7670, 2546, 3767, 7005, 5397, 192, 1466, 6976, 2879, 4851, 6925, 1537, 3767, 6976, 6134, 6183, 7060, 7670, 5113, 3090, 192]",1
"[7729, 156, 4028, 3479, 6925, 5035, 192, 3379, 4053, 4, 1466, 3657, 6999, 4028, 4009, 4788, 2764, 192, 7735, 6312, 7696, 6439, 6925, 3174, 7737, 5694, 4489, 961, 4730, 4489, 2976, 3237, 4942, 4489, 192, 3174, 2851, 156, 7735, 45, 1347, 7060, 6925, 6187, 4444, 961, 6213, 4489, 1103, 7573, 192]",1
"[3308, 156, 7735, 3093, 7737, 7670, 4876, 7041, 961, 6820, 192, 3379, 4053, 4, 1466, 6439, 4025, 1077, 4713, 7060, 1299, 4600, 192, 324, 192, 710, 6429, 9, 4489, 4009, 7433, 4304, 156, 7611, 6312, 1299, 5694, 192, 435, 3657, 6999, 6439, 4489, 1499, 1299, 2976, 3237, 6123, 192, 3174, 156, 2851, 156, 3237, 4236, 7060, 4235, 416, 1499, 1299, 2976, 7060, 711, 4730, 4489, 1493, 710, 3330, 9, 192, 508, 1778, 1077, 4713, 1312, 5694, 4489, 961, 4738, 810, 4489, 156, 7611, 4359, 5960, 7060, 2646, 7060, 7218, 7737, 1713, 192, 541, 6976, 1713, 6675, 4009, 3379, 192]",1
"[6976, 7697, 3479, 1311, 4600, 7573, 7060, 6758, 4657, 5327, 5943, 192, 6976, 6869, 3490, 1311, 5416, 4451, 961, 6976, 4613, 4851, 6976, 7697, 4009, 6445, 6973, 4009, 1771, 192, 1713, 6425, 1077, 7081, 4304, 3767, 6976, 7697, 7012, 192]",1
"[7729, 156, 6976, 7697, 2536, 4449, 3627, 6976, 1214, 5116, 6976, 6866, 192, 6976, 5179, 4851, 7670, 2954, 6574, 6428, 192, 925, 156, 6976, 6925, 5090, 1077, 4451, 7611, 4009, 966, 5207, 5209, 192, 3657, 4100, 3045, 711, 4320, 4851, 7264, 1713, 6425, 1077, 5306, 192]",1
"[3657, 2521, 3045, 6439, 4851, 6976, 6925, 1537, 1077, 7433, 4304, 961, 4028, 7688, 1299, 1347, 3684, 7010, 6925, 1537, 2083, 1299, 4612, 3970, 6405, 6925, 1537, 192, 3629, 156, 7005, 4009, 4100, 711, 5132, 4909, 961, 6976, 6925, 1537, 3490, 1311, 7708, 3767, 711, 3138, 4377, 192, 1778, 2083, 1299, 810, 7060, 4359, 6976, 1713, 6179, 4627, 3982, 192, 1722, 6323, 566, 4025, 7060, 3105, 156, 7651, 4380, 2612, 1713, 6189, 192]",1
"[6976, 5695, 4451, 3767, 6976, 5351, 6571, 3479, 1311, 2105, 5416, 192, 6976, 6925, 1537, 3629, 3490, 4650, 4843, 4851, 2132, 954, 4826, 2684, 683, 710, 693, 1140, 140, 683, 1130, 141, 9, 4028, 1499, 1299, 2246, 1177, 6976, 7086, 4851, 6976, 6029, 3061, 961, 5937, 3767, 6976, 5873, 1979, 192, 7005, 7533, 4451, 1103, 954, 820, 1772, 3174, 6013, 4882, 4851, 6976, 5943, 156, 3629, 3657, 2083, 4788, 3084, 975, 1581, 3767, 6976, 1713, 192]",1
"[6976, 6123, 4489, 3479, 1311, 4600, 156, 1466, 4028, 6598, 7433, 4304, 156, 4028, 6312, 1299, 6235, 3970, 6281, 6360, 4490, 5886, 3479, 6063, 4022, 192, 3767, 6976, 1152, 3061, 156, 711, 4320, 4851, 1713, 4009, 6353, 156, 4028, 1499, 1299, 4473, 7023, 1312, 4489, 3174, 2631, 6925, 1534, 192]",1
"[3657, 2521, 4662, 6999, 6994, 2036, 909, 6976, 1537, 4254, 3767, 6925, 5179, 192, 3767, 6976, 6925, 5179, 156, 6994, 5426, 6973, 6994, 7636, 5693, 6123, 4489, 156, 1466, 4028, 6598, 7060, 4304, 192, 6994, 6312, 6234, 4028, 3970, 6281, 6360, 4496, 192]",1
"[1690, 4025, 6598, 4712, 7060, 3105]",1
"[7729, 156, 6976, 5397, 3479, 1311, 7573, 2938, 3767, 6976, 7631, 5001, 192, 3657, 4227, 6976, 5035, 4455, 3259, 6959, 3174, 7609, 6667, 1626, 6976, 6063, 7089, 1077, 3767, 6976, 6063, 6875, 192, 6976, 7631, 5001, 4348, 1970, 6976, 1713, 6425, 961, 711, 1359, 4627, 2694, 7688, 1299, 3409, 192, 6976, 6875, 2421, 4788, 7670, 4647, 4876, 2693, 4627, 1103, 6742, 3767, 6976, 4159, 5943, 7012, 192]",1
"[7005, 7041, 1292, 4291, 1329, 6728, 1713, 3479, 1311, 3357, 1466, 7433, 1428, 156, 711, 1359, 4627, 2945, 7688, 4028, 4359, 4028, 2642, 3174, 711, 4762, 6892, 5579, 925, 7060, 5571, 7597, 4009, 3375, 4876, 4]",1
"[6976, 6925, 5187, 3490, 1311, 2105, 6078, 192, 6976, 6875, 3479, 936, 4788, 7671, 4876, 6976, 4159, 5943, 6744, 5718, 7597, 3464, 3684, 6976, 3996, 4009, 2250, 961, 4788, 6951, 6973, 156, 4422, 2541, 6973, 7688, 4359, 6976, 6955, 6875, 3264, 4627, 2884, 192, 925, 156, 6994, 1499, 794, 6976, 1534, 3767, 7611, 6976, 6875, 6382, 4009, 3767, 756, 7651, 6976, 1130, 6042, 156, 6092, 495, 5050, 912, 156, 6428, 6985, 2083, 3490, 1311, 711, 1598, 3174, 6973, 7081, 192, 882, 156, 1103, 6976, 4159, 7041, 6976, 6875, 2083, 3490, 2711, 4627, 3767, 2631, 4851, 6976, 6167, 4876, 7631, 3767, 6955, 5179, 192, 936, 3657, 1048, 6994, 3490, 3786, 6976, 6925, 1534, 5718, 3259, 6959, 3174, 7609, 6667, 1626, 6976, 6063, 7089, 1077, 3767, 6976, 6063, 6875, 1103, 4451, 3767, 6976, 4159, 5209, 4851, 6976, 3259, 6959, 4876, 7631, 192]",1
