Comments,Suggest_Solutions
"[3692, 7053, 7059, 5440, 4050, 980, 3002, 5440, 7663, 857, 4997, 3067, 1317, 4921, 7030, 5370, 6684, 158, 6477, 3692, 965, 4833, 6844, 3719, 7039, 3515, 6488, 1685, 2439, 7115, 6364, 713]",0
"[7039, 111, 4833, 4690, 5671, 3208, 4467, 7115, 5846, 7649, 4122, 6107, 158, 1495, 7774, 3527, 737, 4364, 4896, 7723, 7115, 2551, 7115, 3353, 4069, 7115, 737, 5214, 7656, 7059, 1531, 1328, 5508, 4010, 6306, 196]",0
"[6418, 7059, 4050, 737, 7009, 5440, 158, 7039, 4050, 4797, 5636, 2387, 196, 1495, 7030, 7013, 6227, 7115, 1328, 6407, 3803, 7649, 7048, 7688, 779, 196]",0
"[7030, 4723, 1102, 5557, 4022, 1129, 3692, 7053, 7048, 3527, 3193, 3414, 1758, 5309, 987, 2387, 5134, 7665, 3768, 7032, 5440, 196, 935, 3308, 1102, 4720, 2988, 987, 3565, 3692, 2551, 4705, 7053, 7039, 4050, 1001, 4063, 5764, 7059, 6214, 196]",0
"[1614, 737, 4364, 196, 4069, 6127, 7030, 5890, 6028, 4854, 196]",0
"[7781, 158, 7030, 2387, 1045, 7115, 1328, 6512, 196, 7030, 6159, 1516, 987, 2102, 2979, 4050, 3392, 3803, 2411, 196]",0
"[7030, 7756, 4050, 3013, 3003, 158, 2133, 2865, 2411, 4896, 1297, 3892, 158, 7030, 5440, 158, 7030, 2428, 5222, 158, 987, 2860, 2414, 4921, 2662, 7306, 6977, 196]",0
"[5048, 7733, 158, 5119, 2635, 6920, 1102, 1066, 7030, 2092, 1780, 987, 6364, 7337, 6283, 3270, 2201, 6920, 196, 4797, 2838, 1528, 7337, 7654, 4423, 7009, 7030, 3067, 196, 6231, 7115, 1328, 935, 7729, 1129, 3969, 158, 3444, 4094, 196]",0
"[737, 4199, 4861, 159, 467, 146, 1814, 7644, 4878]",0
"[3692, 83, 3527, 7115, 5846, 4927, 4896, 4700, 6622, 7027, 3692, 3527, 949, 7378, 1341, 1495, 4069, 1711, 2976, 7030, 5536, 196, 7030, 2387, 6231, 7115, 1328, 7485, 1707, 1129, 7030, 7372, 4896, 5457, 3164, 1630, 7027, 2127, 941, 2865, 5287, 4269, 7661, 6494, 3500, 4970, 4833, 987, 7649, 7740, 1328, 7030, 2102, 5963, 3208, 7027, 7663, 4406, 7030, 2387, 7485, 6407, 7115, 7274, 987, 7030, 5623, 1531, 2675, 1887, 7030, 3164, 4896, 7030, 2387, 7414, 7059, 3167, 196, 7030, 5348, 4896, 7245, 2439, 3564, 3803, 5352, 7030, 5941, 4896, 7030, 6695, 158, 3954, 987, 6879, 111, 2860, 4670, 2703, 196]",0
"[7781, 196, 7030, 2387, 2552, 4500, 2870, 7027, 7030, 5394, 6620, 1137, 7033, 7115, 196]",0
"[7048, 7578, 7115, 2998, 1307, 3297, 987, 4392, 3763, 557, 4774, 3294, 4921, 1307, 7048, 3527, 3285, 2972, 3662, 7048, 7688, 3763, 7033, 3803, 736, 3764, 9, 7663, 4050, 7637, 987, 2677, 7115, 3188, 196, 1495, 7048, 4141, 3327, 737, 1454, 2382, 4896, 7032, 3763, 5222, 196, 5625, 4269, 4467, 4465, 7712, 6488, 2683, 1570, 6778, 1129, 7688, 1272, 1306, 1328, 5830, 3719, 7030, 5791, 1157, 4050, 2319, 987, 3208, 736, 3414, 6936, 9, 1303, 7649, 3719, 445, 4970, 4670, 6937, 1152, 7059, 1303, 7115, 737, 6695, 3945, 4896, 4141, 4927, 6936, 158, 3803, 7059, 1567, 7688, 7030, 6695, 3371, 4670, 7024, 335, 1303, 3719, 1087, 713]",0
"[3444, 7723, 4, 2870, 4050, 7632, 158, 935, 6215, 1102, 2384, 7115, 7030, 5251, 196, 7048, 3527, 837, 7030, 7009, 5222, 987, 4670, 7542, 918, 6418, 7030, 5370, 6746, 196]",0
"[7781, 7030, 6926, 3515, 3766, 6977, 1570]",0
"[7485, 3585, 4251, 2382, 4921, 6977, 5222, 196, 4756, 7115, 3405, 4010, 4670, 2414, 196]",0
"[2134, 7030, 3112, 5440, 2382, 5156, 158, 3444, 7723]",0
"[7030, 4872, 3515, 1340, 1711, 6619, 1495, 7039, 4050, 4797, 847, 3892, 5791, 7115, 1004, 2739, 158, 7039, 4050, 4797, 6977, 5222, 158, 4797, 3747, 4970, 2444]",0
"[7226, 7245, 2439, 3564, 7510, 7115, 2473, 7030, 5405, 4617, 196]",0
"[7180, 1478, 3515, 5110, 987, 951, 7039, 1102, 4797, 4516, 1948, 196]",0
"[7781, 196, 7030, 2444, 3208, 1516, 1102, 7485, 3560, 196]",0
"[7030, 7749, 6372, 7649, 4757, 7115, 1328, 2576, 158, 7649, 7585, 2576, 158, 987, 7030, 5967, 4896, 2571, 4069, 196, 7059, 4050, 737, 1707, 987, 1920, 1075, 7115, 7030, 5440, 196]",0
"[2378, 2870, 3803, 7030, 5890, 2552, 7485, 7625, 196]",0
"[1807, 3803, 7030, 1744, 1102, 4586, 196]",0
"[7030, 1242, 3527, 5293, 737, 4364, 4896, 5204, 987, 3164, 2444, 2975, 7030, 6481, 196, 7059, 4406, 7030, 6481, 1707, 3208, 737, 6005, 196, 7048, 3527, 2378, 7030, 2387, 6666, 7704, 3164, 1630, 7663, 4050, 4786, 196]",0
"[7781, 7030, 2387, 2557, 3803, 2076, 7030, 5890, 2557, 6549, 1870]",0
"[7048, 3527, 4833, 2972, 7649, 7048, 7688, 2551, 196, 7048, 3527, 4141, 837, 7030, 3747, 987, 4840, 2739, 196, 7030, 1242, 4759, 7115, 7343, 7030, 1744, 3208, 7368, 7115, 7274, 7649, 7048, 7578, 7115, 2551, 196]",0
"[5204, 7644, 4921, 5251, 987, 4757]",0
"[4797, 7542, 4751, 158, 1495, 7030, 1242, 5486, 4927, 1005, 196, 3692, 1073, 7027, 7787, 7643, 5019, 987, 751, 158, 987, 3692, 7700, 3692, 2110, 3390, 7787, 4670, 7024, 596, 5256, 3208, 7059, 1335, 7030, 7551, 1102, 3444, 4]",0
"[7665, 7030, 1614, 7115, 1328, 4382, 1102, 7625, 5877, 7550, 158, 7030, 6926, 3515, 4833, 4495, 3662, 7048, 1102, 3410, 7115, 1609, 7030, 1744, 196, 7039, 4050, 4797, 4493, 4896, 1001, 2387, 5134, 7027, 7048, 3968, 7115, 7372, 196]",0
"[7781, 158, 3692, 1362, 7030, 2387, 2552, 4050, 5363, 6407, 196]",0
"[2128, 3848, 158, 7013, 5107, 196]",0
"[4797, 1080, 1685, 2439, 4050, 837, 158, 7039, 1102, 4365, 4896, 6190, 3945, 158, 1495, 7064, 6190, 1102, 4833, 3560, 3208, 737, 2387, 2552, 196]",0
"[7030, 1054, 7585, 2364, 4921, 7030, 3568, 6301, 987, 4069, 7733, 2096, 196]",0
"[7030, 4782, 837, 1744, 4934, 3825, 1611, 4556, 7663, 2098, 7030, 2835, 987, 1614, 1415, 5597, 7115, 1416, 987, 7089, 7039, 1102, 4797, 837, 7455, 196, 7043, 3692, 7740, 6138, 935, 7030, 7453, 4723, 1102, 6575, 4921, 987, 2361, 3974, 196]",0
"[859, 2979, 7585, 5486, 4921, 7030, 3071, 7027, 1102, 7115, 1328, 837, 196, 2870, 3270, 7030, 5394, 6620, 7115, 7030, 5470, 6481, 7115, 7030, 6977, 5222, 7585, 2972, 196, 951, 158, 7030, 1614, 7644, 2972, 3803, 737, 6407, 4421, 987, 3692, 3479, 4797, 7205, 3196, 7649, 7048, 3479, 7760, 196, 3664, 158, 4069, 7740, 3527, 1340, 1376, 3719, 7030, 2979, 7585, 1862, 1502, 7245, 2444, 196, 3565, 3394, 737, 557, 196]",0
"[7030, 1419, 3297, 7585, 1466, 7043, 4470, 7059, 6361, 1328, 2364, 7115, 3139, 7030, 4063, 196]",0
"[565, 7644, 4878, 4921, 4288, 3803]",0
"[2387, 4050, 5457, 987, 6231, 7115, 1328, 737, 3414, 987, 6412, 1075, 7115, 6484, 7030, 7103, 3208, 6695, 6749, 196]",0
"[7030, 1237, 3515, 2378, 4069, 7485, 7625, 196, 4069, 4392, 4050, 5158, 3799, 196, 962, 7048, 3527, 3392, 7027, 7048, 4756, 7115, 5724, 4861, 4896, 6583, 1527, 158, 7048, 3527, 4833, 3392, 3931, 4010, 3662, 7048, 1102, 3410, 7115, 2551, 4069, 196]",0
"[1129, 3054, 1129, 7030, 3297, 3409, 158, 7030, 2387, 2552, 2134, 4069, 987, 4069, 6231, 7115, 3821, 935, 2414, 4797, 4457, 3662, 6453, 196, 3692, 2110, 4705, 3118, 1004, 7027, 4050, 4586, 1317, 4921, 7030, 5889, 6529, 196, 6477, 158, 7625, 2576, 4]",0
"[7781, 196, 737, 4364, 4896, 4774, 1814, 904, 443, 6059, 196]",0
"[7030, 7756, 2976, 7030, 5677, 3208, 7030, 1140, 7030, 1242, 1611, 4970, 4015, 3803, 7032, 5440, 196, 7048, 3527, 7378, 7030, 3028, 2387, 5132, 987, 7030, 3764, 4050, 2092, 987, 864, 7030, 5376, 4896, 7059, 2387, 5132, 196]",0
"[1129, 737, 7009, 5440, 158, 7059, 3764, 7733, 7485, 7625, 7115, 4746, 2919, 6977, 7030, 4617, 4, 7078, 7030, 7488, 7048, 6364, 158, 7039, 1102, 737, 3087, 4540, 4833, 7003, 1502, 7030, 6529, 3095, 158, 1495, 4674, 4896, 7030, 1140, 4896, 7030, 1744, 1102, 158, 987, 6477, 3692, 7053, 7048, 2450, 737, 3444, 4094, 3803, 7059, 5763, 4]",0
"[7030, 7237, 7733, 1129, 2946, 196, 2412, 6190, 987, 2382, 3392, 4921, 7030, 7683, 5045, 4382, 4069, 2677, 7115, 5991, 196, 4921, 6859, 7115, 6695, 7492, 158, 7030, 4073, 4896, 6695, 7492, 1102, 2523, 987, 7039, 4050, 5990, 7115, 3950, 7492, 196]",0
"[7030, 1242, 3527, 2576, 737, 3414, 4094, 7704, 7030, 7749, 3803, 2960, 7683, 196, 935, 7030, 5807, 6215, 1102, 5349, 3803, 7030, 7756, 196, 951, 7030, 6215, 1102, 2412, 3803, 2975, 7030, 7013, 196]",0
"[3692, 5176, 2551, 4705, 7053, 7059, 5536, 4050, 7027, 3040, 196, 3719, 4069, 7585, 949, 5154, 3692, 2551, 4705, 7053, 4069, 6361, 4457, 3719, 7787, 837, 4424, 4970, 4822, 1206, 935, 196, 3664, 158, 6418, 7789, 5440, 2450, 3527, 737, 3087, 5396, 7787, 2450, 4756, 7115, 3139, 6721, 196, 4934, 335, 1809, 7585, 837, 196, 7665, 4069, 6228, 7115, 3527, 3139, 4674, 7052, 158, 1376, 5428, 5309, 7740, 3527, 5392, 6571, 7027, 335, 1809, 4010, 6330, 6454, 1814, 196]",0
"[7030, 1237, 3515, 6775, 5521, 3803, 737, 5506, 5880, 7115, 2960, 196, 3315, 158, 7030, 1744, 6775, 3848, 2128, 196, 7030, 1744, 4083, 4050, 7625, 7760, 7704, 7455, 987, 4540, 1360, 4720, 1081, 196]",0
"[3414, 7542, 3892, 3515, 1340, 5486, 196, 3719, 737, 3164, 1629, 2359, 7030, 7462, 6596, 3208, 2662, 5394, 7740, 3527, 1340, 737, 3414, 3703, 196]",0
"[3270, 7649, 3692, 1531, 6218, 158, 7030, 2387, 6231, 7115, 3527, 6900, 4010, 786, 935, 4896, 7030, 5887, 3294, 196, 7030, 2557, 3479, 980, 2979, 4921, 3662, 2662, 3297, 7585, 3410, 7115, 1328, 3766, 987, 951, 5486, 7030, 2102, 4614, 196, 3692, 965, 5728, 737, 5251, 1335, 4723, 4896, 7030, 3101, 7115, 1328, 4643, 7644, 4833, 4495, 987, 4934, 7030, 3297, 7585, 2972, 196]",0
"[4797, 4774, 1814, 3527, 1340, 837, 1502, 7059, 6926, 196, 7030, 4201, 1809, 4382, 4050, 4921, 494, 4430, 7663, 7585, 7030, 4201, 2241, 7115, 6750, 3208, 7030, 3130, 6059, 196]",0
"[2208, 7039, 4050, 4840, 750, 7030, 1758, 1139, 4896, 1620, 7045, 5047, 987, 7649, 7030, 5222, 4050, 7115, 5363, 7033, 7337, 196, 6418, 7059, 4050, 4141, 1620, 2924, 1744, 4921, 2960, 158, 7039, 1102, 4797, 2394, 3208, 4774, 1689, 7027, 4759, 7115, 1328, 6002, 3208, 7059, 5440, 196]",0
"[7485, 7625, 7760, 987, 7485, 4882, 3662, 4690, 4896, 980, 3752, 7030, 5741, 3479, 196]",0
"[7781, 196, 7048, 4382, 737, 5506, 5880, 987, 2128, 7688, 3844, 143, 149, 6, 144, 7115, 580, 6, 7654, 5509, 158, 1495, 4927, 1631, 4050, 4833, 6774, 704, 7030, 1744, 6227, 7115, 3527, 7115, 6402, 1401, 4756, 5741, 196, 7059, 6926, 4050, 7729, 4921, 7306, 6977, 3208, 737, 4617, 158, 6477, 7032, 5506, 5880, 4141, 3821, 4927, 4782, 837, 6530, 3095, 7663, 4050, 2092, 196, 3692, 45, 4493, 737, 4571, 5394, 704, 7030, 736, 2375, 9, 3581, 6684, 4050, 4833, 7378, 5459, 196, 1129, 6232, 3803, 7032, 1744, 158, 7048, 7378, 736, 2375, 9, 158, 736, 2376, 9, 158, 736, 2006, 9, 4970, 736, 2005, 9, 3208, 4927, 736, 4069, 9, 1398, 196, 4069, 111, 4833, 1707, 7649, 7030, 2460, 1102, 196]",0
"[7781, 158, 935, 7030, 3297, 1102, 2132, 3803, 7030, 2387, 2557, 196]",0
"[6418, 7059, 5440, 4050, 5791, 843, 5871, 196, 7030, 2394, 1102, 4392, 7237, 1614, 196, 7030, 1242, 3527, 3392, 980, 1054, 3164, 4896, 7032, 1614, 196, 7030, 2387, 4896, 7030, 3164, 6231, 5672, 196, 7048, 3527, 951, 5486, 4607, 2387, 3747, 7027, 1102, 7485, 3560, 196]",0
"[7030, 1242, 3527, 7485, 1711, 4495, 7649, 7030, 1614, 7115, 1328, 4382, 1102, 196, 7048, 3527, 6685, 7030, 2557, 7485, 7625, 6615, 7704, 7030, 5599, 1358, 7032, 1655, 4896, 2387, 987, 7643, 4937, 2970, 7032, 3764, 5222, 987, 6977, 5222, 196, 3414, 7723, 4]",0
"[7030, 7748, 7337, 158, 7665, 4069, 2976, 7649, 7030, 1242, 5440, 2566, 158, 4069, 2566, 4705, 5651, 2970, 7676, 7030, 1237, 2450, 7649, 3536, 2450, 196, 7115, 1328, 3040, 158, 7030, 6641, 1102, 7625, 7760, 3803, 7030, 5440, 2382, 987, 2374, 3803, 2411, 7649, 7030, 1237, 7585, 2571, 196, 3208, 7059, 5671, 158, 4069, 6231, 7649, 7030, 1237, 3515, 7760, 4050, 1080, 196, 1973, 3692, 2551, 4705, 5651, 7274, 6096, 4970, 4685, 158, 4069, 4050, 3503, 3208, 4467, 7115, 2263, 3719, 2387, 5135, 1102, 3766, 1081, 196, 7027, 1360, 6107, 158, 7030, 1744, 5350, 3803, 7030, 7748, 7337, 6231, 1080, 987, 7625, 7760, 7115, 7030, 3005, 7027, 3692, 1531, 7274, 4069, 196]",0
"[7030, 1744, 4050, 2677, 7115, 7274, 987, 3197, 7030, 3414, 5570, 1758, 5309, 196]",0
"[3692, 2551, 4705, 6218, 7656, 3803, 7030, 7683, 7663, 2976, 3662, 7787, 2391, 4069, 158, 3945, 4069, 2976, 2461, 1883, 4896, 737, 1303, 987, 7048, 7723, 196]",0
"[7048, 2450, 821, 6977, 1570, 158, 1129, 7027, 6231, 7115, 1328, 7030, 2187, 4896, 7059, 5440, 196, 7048, 7644, 748, 7115, 3844, 7030, 6977, 2128, 7115, 691, 6, 7663, 4050, 5363, 3791, 987, 3414, 158, 6778, 7027, 7030, 2960, 6926, 7688, 3527, 737, 3414, 4251, 4896, 1205, 7027, 7030, 1744, 7027, 7585, 7003, 2566, 7649, 4069, 6361, 2551, 987, 2566, 4705, 1446, 4997, 1105, 4896, 2960, 196, 7048, 2127, 7030, 7673, 5589, 4896, 7649, 4924, 2566, 158, 2843, 7115, 5680, 6778, 737, 3585, 977, 4896, 2128, 1129, 737, 5963, 196]",0
"[7030, 4861, 4896, 1814, 4921, 3376, 4050, 3791, 196, 4069, 4354, 4269, 7030, 6926, 3515, 1340, 7729, 4921, 4069, 5778, 196, 3664, 158, 7030, 4861, 4896, 1814, 1502, 2662, 4489, 4896, 7030, 6926, 4050, 6439, 987, 4069, 2566, 4833, 6227, 4269, 7030, 7723, 3515, 1340, 2543, 2828, 196, 7059, 2110, 3527, 1340, 4146, 1502, 6625, 7649, 7723, 2662, 4489, 2450, 3803, 7030, 5630, 196]",0
"[7048, 7372, 737, 2439, 7115, 6364, 3662, 7688, 7032, 5440, 7723, 158, 7027, 111, 5363, 3414, 3208, 5623, 7115, 7274, 7030, 5440, 5514, 196, 951, 158, 7048, 7372, 6488, 3747, 7115, 6364, 7649, 7030, 7613, 4354, 4269, 1206, 7030, 2779, 4896, 7059, 5440, 196]",0
"[7781, 158, 7030, 2387, 1045, 7115, 1328, 6407, 1495, 3825, 935, 7030, 4751, 5890]",0
"[7039, 4050, 4705, 1001, 6977, 5222, 1198, 7704, 7030, 7756, 196, 3565, 7250, 7115, 1801, 4921, 4069, 196]",0
"[7781, 196, 6231, 4269, 935, 7030, 6215, 1102, 5349, 987, 2972, 196]",0
"[4833, 5651, 196, 7048, 6107, 7649, 111, 3410, 7115, 1328, 7209, 750, 7030, 6868, 908, 158, 1495, 3692, 87, 4833, 6844, 3662, 7048, 104, 3410, 7115, 4403, 1001, 4896, 7027, 3496, 196, 7039, 7585, 737, 3444, 977, 4896, 2979, 750, 7030, 6159, 3236, 158, 7663, 6361, 1328, 198, 4466, 4927, 4970, 7226, 4282, 4896, 1744, 158, 1522, 4069, 3247, 7115, 1328, 3352, 713]",0
"[6418, 7059, 4050, 737, 7009, 5440, 158, 3692, 2551, 4833, 2943, 6926, 7115, 6364, 4424, 5204, 3567, 196, 1495, 7048, 3479, 737, 2439, 7115, 6364, 3662, 6488, 3308, 3980, 7704, 7704, 2662, 4997, 196]",0
"[7030, 7748, 7337, 4050, 5651, 7625, 7760, 987, 7048, 3527, 2972, 7030, 3308, 987, 6149, 7625, 7414, 5204, 3803, 7032, 7683, 4284, 196, 4069, 4050, 5651, 3560, 3208, 737, 6005, 7115, 7274, 7030, 7729, 4896, 7030, 3308, 987, 3662, 7030, 1242, 3527, 1077, 7115, 7759, 6977, 1570, 3208, 7030, 3291, 987, 7030, 1242, 6227, 7115, 3527, 2576, 737, 3414, 4094, 3803, 2975, 7045, 7052, 196]",0
"[7059, 6926, 2450, 737, 3444, 4094, 3768, 7030, 4774, 6695, 7492, 196, 3692, 2450, 4705, 3118, 1001, 2627, 5396, 196, 7030, 4728, 1102, 3803, 783, 7704, 7030, 1758, 2054, 3208, 6084, 196]",0
"[7066, 7030, 7748, 7337, 2976, 7030, 3297, 7027, 4050, 837, 158, 4069, 2566, 4833, 3821, 1001, 6546, 5134, 7027, 4050, 7378, 3208, 7030, 2428, 196]",0
"[7030, 1744, 4050, 4833, 5349, 4896, 7030, 2924, 7723, 2576, 196, 6477, 4069, 4050, 3503, 7115, 2856, 7661, 7030, 1744, 7688, 1336, 6461, 196, 962, 3270, 7030, 2387, 2552, 4069, 4050, 3503, 7115, 6138, 7661, 7030, 7723, 1531, 1328, 2576, 7414, 2924, 5044, 158, 1495, 3719, 7039, 1102, 7030, 1242, 6361, 7372, 7064, 196]",0
"[7030, 1744, 3515, 1638, 7030, 2683, 1570, 158, 7030, 3297, 7733, 1129, 2946, 196]",0
"[3692, 7053, 7048, 2450, 980, 2892, 4094, 2843, 7048, 7062, 1865, 7030, 1240, 4896, 2040, 1502, 7414, 736, 1342, 9, 1495, 7039, 104, 6647, 737, 3087, 3155, 704, 363, 4050, 4797, 7442, 3208, 1837, 1224, 2894, 3208, 1837, 4716, 196, 456, 7383, 4617, 158, 7383, 6361, 4833, 736, 1364, 9, 1837, 1335, 737, 7383, 1531, 1328, 737, 4094, 6223, 7671, 2566, 4705, 3527, 6778, 737, 3213, 4162, 196, 143, 7787, 4465, 821, 736, 4967, 704, 7209, 9, 7115, 736, 1364, 704, 1837, 9, 144, 523, 7030, 5081, 736, 727, 9, 4896, 7383, 7492, 158, 7030, 1837, 6246, 3089, 7688, 1328, 6371, 3803, 1428, 5704, 987, 4094, 6223, 6395, 7492, 987, 4403, 1659, 737, 1837, 4417, 196, 143, 7787, 4465, 2146, 737, 5568, 1496, 3208, 6245, 6041, 987, 737, 3719, 6620, 1341, 1837, 6246, 3089, 144]",0
"[4797, 7013, 837, 1206, 935, 198, 6109, 1129, 7030, 3130, 7095, 196]",0
"[6418, 6059, 335, 5991, 4401, 4896, 7030, 7723, 4050, 2576, 987, 7030, 1243, 3527, 1972, 935, 7030, 6977, 1570, 1129, 4495, 3803, 7032, 7683, 196, 7030, 2128, 3515, 3845, 987, 7039, 1102, 4797, 1948, 3803, 7030, 5506, 5880, 196]",0
"[7059, 1744, 4050, 7625, 5635, 7115, 1328, 2364, 4937, 7030, 5413, 6301, 196, 1129, 4495, 751, 158, 7665, 4069, 2566, 4705, 6977, 2870, 4923, 3515, 158, 4069, 7013, 4670, 4921, 7030, 3785, 4540, 4923, 7413, 4912, 3208, 2960, 196, 3719, 3317, 6940, 7580, 7115, 2938, 7359, 7059, 158, 7048, 7740, 4705, 3527, 4690, 7723, 7115, 2551, 7115, 3844, 7030, 2128, 158, 1495, 7048, 2110, 3763, 7789, 1570, 4896, 1971, 4495, 3803, 7789, 7756, 196]",0
"[7039, 7644, 4705, 4424, 5396, 7704, 7030, 1744, 7704, 5919, 7115, 7453, 4723, 158, 3291, 6433, 158, 2852, 196, 7030, 4934, 5394, 7027, 7585, 4495, 7585, 4188, 4896, 1807, 196, 904, 4879, 7030, 1744, 158, 3692, 6218, 7027, 7030, 6926, 3515, 837, 737, 3087, 4670, 1807, 7115, 2719, 7030, 7649, 7030, 1744, 2566, 987, 3527, 951, 1611, 6488, 4533, 4723, 7115, 4403, 7033, 4670, 6806, 4896, 7032, 3297, 196]",0
"[7781, 158, 7030, 2000, 4896, 7030, 2387, 4050, 7632, 987, 7637, 158, 2870, 4050, 4082, 5214, 196]",0
"[7030, 2387, 4354, 3414, 987, 6177, 6358, 951, 4354, 3414, 196]",0
"[7781, 158, 7030, 6926, 2450, 980, 2892, 4094, 1922, 2975, 7649, 7030, 5394, 4050, 987, 7649, 7048, 4756, 7115, 1609, 7115, 2788, 7030, 7545, 3208, 3954, 196]",0
"[345, 7030, 6977, 5222, 4050, 1864, 196, 448, 7030, 6926, 3515, 2972, 3662, 7030, 3025, 1102, 2154, 196, 514, 7030, 6926, 3515, 3822, 7030, 2979, 4896, 737, 3087, 7306, 7013, 3208, 7280, 196]",0
"[7030, 7756, 4050, 7485, 7625, 2561, 196, 7030, 7683, 2976, 7485, 7625, 7030, 3297, 4896, 7030, 1744, 987, 7649, 7030, 5440, 2566, 196, 7030, 7683, 3515, 4833, 4495, 7030, 6977, 1570, 987, 3662, 7048, 7740, 4269, 7115, 6977, 7032, 1744, 196, 7039, 4050, 4833, 3317, 6157, 5349, 3803, 7030, 7683, 196]",0
"[5706, 2035, 1045, 7625, 1481, 5004, 158, 7066, 3692, 2450, 4833, 6218, 1001, 1865, 4617, 7013, 196]",0
"[7030, 3291, 4050, 4833, 4348, 1206, 935, 196, 987, 7048, 1102, 4788, 7760, 158, 2677, 7115, 5617, 987, 2677, 7115, 7274, 196]",0
"[737, 1321, 6977, 5222, 4050, 3822, 7663, 3692, 3079, 7013, 935, 7030, 2845, 1614, 1360, 4382, 196]",0
"[7030, 7756, 1711, 2976, 3662, 987, 7676, 7030, 1242, 2450, 7030, 7723, 7030, 7594, 7048, 2450, 196, 1711, 3664, 158, 7048, 3479, 737, 4868, 3351, 6641, 7027, 1102, 5887, 1341, 2029, 7090, 1001, 4941, 6515, 5440, 196, 3208, 2883, 158, 4927, 4896, 7030, 6641, 7585, 704, 736, 7280, 7030, 6306, 3764, 196, 9, 7059, 4050, 5887, 3208, 1003, 2029, 7115, 6306, 196, 1129, 737, 5963, 158, 4069, 4050, 7318, 3803, 7030, 7756, 987, 6901, 7030, 5625, 1221, 1277, 3270, 7030, 2414, 4896, 7030, 2030, 196]",0
