comments,is_prompt_exists
"[5543, 3230, 5013, 3466, 5395, 3493, 2338, 4240, 5013, 3559, 5395, 755, 5039, 1208, 3226, 5399, 4529, 3357]",0
"[5526, 2611, 1884, 3407, 1181, 755, 3453, 5097, 3154, 1152, 891, 388, 7, 3542, 5083, 5013, 3766, 5345, 5430, 1377, 2276, 4770, 1034, 4468, 2791, 3542, 1152, 1470, 81]",0
"[1127, 2645, 2611, 3945, 3916, 1129, 755, 5285, 1758, 755, 3583, 3766, 755, 4415, 579, 1152, 440, 3756, 3422, 61, 1758, 4768, 1158, 1534, 4]",0
"[5039, 2699, 1884, 3341, 636, 81]",0
"[734, 2699, 2873, 5166, 61, 683, 4125, 4666, 61, 5013, 1758, 4415, 579, 2170, 10, 2276, 1985, 3596, 1127, 5618, 3578, 2645, 2611, 4415, 579, 2554, 2227, 10, 81]",0
"[2645, 2611, 4415, 579, 2170, 10, 5430, 1376, 5296, 4]",0
"[3630, 3062, 1111, 390, 5598, 3407, 3136, 374, 993, 2233, 5644, 5319, 5618, 2219, 5598, 5430, 1377, 1127, 2327, 2233, 5319, 5097, 3506, 2853, 956, 81]",0
"[1828, 3418, 4158, 1377, 81]",0
"[1127, 3407, 3559, 5637, 5618, 2219, 5360, 4397, 1101, 4701, 1181, 4787, 4]",0
"[3630, 3062, 1111, 390, 5598, 3407, 3136, 374, 993, 2233, 5644, 5319, 5618, 2219, 5598, 5430, 1377, 1127, 2328, 3357]",0
"[3640, 1358, 4433, 81]",0
"[4541, 61, 1608, 3064, 5065, 4632, 61, 755, 3357]",0
"[3583, 5013, 3462, 60, 4541, 755, 4943, 3565, 1152, 4541, 81]",0
"[2550, 5013, 3916, 1129, 5097, 2402, 5097, 4642, 3341, 81]",0
"[5459, 2276, 243, 3318, 755, 4898, 3565, 5013, 3337, 684, 81]",0
"[5013, 5562, 5554, 983, 1046, 5598, 3578, 2507, 3565, 2870, 81]",0
"[233, 7, 4252, 3565, 3136, 382, 1623, 5313, 81]",0
"[2611, 738, 5345, 5039, 2179, 61, 3853, 2239, 869, 81]",1
"[4486, 5022, 2853, 750, 2864, 5598, 5013, 4460, 1182, 2699, 5636, 364, 3954, 81]",0
"[2881, 2389, 769, 2239, 5039, 81]",1
"[2611, 42, 992, 5622, 3565, 750, 3080, 2276, 3407, 2194, 3542, 1993, 45, 1297, 46, 81]",0
"[5013, 3869, 2853, 5097, 3154, 5013, 792, 5279, 630, 1760, 4676, 5011, 3634, 1994, 1828, 3493, 2495, 5097, 4737, 5115, 3384, 5073, 2994, 755, 4204, 5013, 1501, 81]",0
"[755, 985, 5013, 4397, 792, 4386, 3565, 4926, 755, 3724, 35, 61, 3634, 1994, 1165, 5618, 2699, 5013, 2194, 61, 1370, 944, 5097, 5016, 3550, 61, 755, 1491, 5622, 5598, 5013, 4397, 1635, 3565, 5016, 3724, 35, 81]",0
"[985, 3542, 5567, 364, 755, 5567, 3766, 364, 5279, 792, 61, 2611, 739, 2569, 5097, 650, 5013, 792, 5097, 5567, 3766, 868, 5517, 81]",0
"[716, 5013, 4410, 755, 3064, 1635, 846, 4410, 3565, 3571, 5097, 718, 4358, 1018, 5013, 1760, 81]",0
"[1127, 2611, 42, 2305, 5011, 5567, 3766, 364, 2198, 3801, 1837, 3493, 2495, 610, 5097, 3571, 755, 5022, 2853, 3478, 2352, 81]",0
"[5039, 880, 725, 3953, 774, 651, 3542, 3407, 792, 5097, 5013, 5567, 3766, 3837, 81]",0
"[3853, 718, 5567, 3766, 364, 2200, 3801, 5097, 2495, 610, 5097, 3571, 755, 4798, 5013, 3087, 2699, 2352, 81]",1
"[734, 61, 3853, 718, 3571, 2269, 5097, 983, 4801, 3085, 3026, 5589, 81]",1
"[3632, 61, 2870, 35, 3493, 580, 4128, 5279, 792, 81]",0
"[716, 5013, 4410, 755, 3064, 1635, 847, 3357]",0
"[4676, 2165, 2611, 2495, 5179, 5046, 1773, 837, 755, 2611, 1165, 3493, 610, 3407, 3925, 5567, 3766, 364, 3790, 81]",0
"[5039, 3455, 2243, 868, 580, 3511, 217, 3967, 81]",1
"[2870, 5634, 983, 3472, 5097, 2395, 1750, 5013, 3611, 4057, 580, 3719, 3565, 2557, 5526, 5030, 4116, 5013, 833, 5048, 755, 2495, 5013, 3611, 5097, 4057, 2870, 3565, 5121, 3542, 5013, 3470, 1887, 3719, 5526, 5030, 4116, 5013, 5048, 683, 5011, 81]",1
"[2699, 5646, 1742, 3954, 5025, 580, 1109, 5598, 5013, 4055, 4534, 81]",0
"[5526, 2886, 3565, 3337, 1635, 1448, 61, 2611, 2385, 716, 3407, 3502, 61, 5526, 2886, 3565, 5550, 5022, 2853, 3478, 1448, 5097, 5013, 4055, 4531, 81]",0
"[3478, 2611, 2305, 580, 5620, 2276, 3411, 61, 5526, 2611, 5205, 3545, 5013, 3337, 1635, 1448, 3174, 5013, 4055, 3645, 5550, 5623, 81]",0
"[1127, 3565, 5636, 363, 2367, 285, 61, 5013, 4913, 4159, 928, 5543, 1448, 2886, 5360, 755, 5205, 5013, 4055, 4534, 928, 3565, 1213, 3615, 3565, 5550, 81]",0
"[2068, 2870, 5623, 61, 5598, 5636, 364, 1742, 3954, 2870, 1840, 81]",0
"[5526, 2611, 5197, 5097, 2771, 580, 3466, 960, 618, 2611, 4146, 750, 2037, 985, 5022, 2853, 580, 5376, 5011, 5013, 960, 618, 4574, 983, 2699, 5013, 4397, 1554, 3542, 3407, 618, 81]",0
"[2611, 5035, 5039, 2853, 3493, 1531, 61, 985, 5360, 3721, 2611, 1165, 4146, 3350, 2699, 770, 1554, 1127, 2611, 1828, 3418, 5469, 3716, 2131, 1547, 2276, 3721, 755, 734, 2611, 1165, 2771, 3407, 4954, 3834, 2699, 580, 1554, 1773, 3542, 3407, 1554, 2699, 3407, 618, 81]",0
"[3853, 4223, 5011, 5376, 3615, 5375, 616, 5598, 3407, 4954, 3834, 755, 3493, 3407, 1554, 2699, 5013, 618, 81]",1
"[390, 5022, 2853, 770, 3908, 5011, 2611, 5445, 985, 2611, 1143, 3418, 1246, 5013, 1554, 2699, 3407, 618, 81]",0
"[390, 5022, 2853, 770, 3908, 5011, 2611, 5446, 3357]",0
"[2611, 1770, 580, 4244, 3565, 2699, 792, 4052, 5102, 755, 3498, 5011, 2064, 3039, 2875, 4581, 750, 792, 5395, 3542, 226, 62, 5533, 3361, 1225, 2853, 3493, 5013, 1194, 81]",0
"[3154, 1034, 5422, 3002, 2699, 5013, 1163, 792, 3817, 5097, 4768, 2276, 4075, 610, 684, 756, 654, 2870, 5097, 5013, 1538, 4442, 61, 5097, 5013, 2998, 3542, 5013, 3396, 4468, 1129, 3745, 81]",0
"[2699, 5567, 3766, 361, 5491, 5519, 592, 1786, 610, 2139, 5049, 5013, 3734, 2596, 81]",0
"[1378, 3565, 3790, 61, 5654, 3565, 5466, 5601, 2497, 5097, 2007, 5013, 2139, 792, 81]",0
"[5491, 5519, 734, 592, 5097, 4898, 1018, 4992, 3277, 755, 2139, 3277, 3565, 5013, 2264, 81]",0
"[3506, 5598, 5567, 3766, 364, 5013, 792, 738, 2488, 5097, 3583, 81]",0
"[3565, 3407, 3136, 382, 2870, 4935, 4600, 3111, 5097, 1828, 5011, 3506, 81]",0
"[2870, 35, 4651, 4, 4, 4, 4]",0
"[3853, 1089, 944, 5013, 4614, 755, 1939, 3542, 5567, 3766, 4]",1
"[5534, 2611, 5474, 1113, 580, 5494, 813, 61, 2611, 42, 3498, 5011, 4623, 3669, 817, 5598, 5039, 5337, 390, 2591, 390, 162, 4, 5, 113, 5554, 1807, 1046, 3669, 755, 3578, 580, 4181, 5554, 3076, 5013, 3669, 684, 1165, 5692, 3853, 1267, 5011, 445]",1
"[2870, 5634, 983, 2426, 2645, 5692, 5634, 654, 580, 4221, 5097, 5013, 1151, 81]",1
"[826, 2495, 580, 4221, 1127, 1151, 1828, 3418, 81]",0
"[2870, 5634, 983, 1912, 5097, 4906, 1151, 2645, 5030, 2495, 580, 4221, 3026, 826, 81]",0
"[5526, 5013, 813, 2853, 5294, 1133, 3299, 61, 5013, 4135, 2699, 4516, 1133, 1957, 81]",0
"[5526, 5013, 1957, 2853, 3493, 4147, 45, 3026, 2699, 3407, 1194, 46, 5013, 1749, 1837, 3418, 2939, 5013, 4135, 81]",0
"[2582, 5039, 1165, 983, 1914, 2240, 1133, 5657, 2870, 2699, 1742, 1216, 81]",0
"[2699, 5589, 61, 5013, 5067, 1301, 2853, 3326, 5013, 5068, 755, 5409, 4008, 5011, 846, 3938, 2699, 3630, 2311, 3026, 5650, 755, 4607, 81]",0
"[3853, 654, 5026, 4008, 4676, 5011, 5491, 1165, 4880, 2656, 5071, 4007, 81]",1
"[5022, 846, 5114, 3542, 4256, 2276, 5039, 3645, 5013, 3705, 5687, 81]",0
"[4481, 5039, 5044, 2276, 750, 2073, 390, 2591, 390, 147, 445, 2298]",0
"[5013, 3096, 4992, 901, 4574, 983, 4519, 3636, 2327, 5065, 902, 81]",1
"[5097, 4023, 3096, 4992, 2881, 3450, 5097, 5345, 5013, 5545, 901, 3565, 5013, 2258, 5065, 81]",0
"[1127, 62, 2645, 5692, 2495, 2372, 580, 1612, 5065, 756, 5692, 1828, 3418, 5469, 5013, 5065, 5097, 2258, 61, 5021, 5692, 1165, 3493, 5345, 5013, 3096, 4992, 2179, 81]",0
"[2611, 27, 5198, 5097, 5345, 5013, 782, 2276, 1476, 2699, 5013, 3429, 5568, 61, 1127, 2870, 1837, 3418, 5618, 868, 2100, 81]",0
"[2233, 3542, 716, 61, 3565, 5567, 3766, 364, 2611, 738, 2385, 750, 2839, 5526, 5198, 5097, 1152, 3800, 45, 46, 81]",0
"[5039, 2853, 5399, 4809, 61, 4621, 2611, 5474, 2101, 5097, 4481, 891, 2995, 1476, 792, 5097, 983, 2980, 61, 4486, 5022, 35, 4688, 3971, 2049, 5013, 1494, 81]",0
"[2611, 734, 1270, 5013, 1476, 3749, 5474, 1974, 3565, 5013, 3666, 81]",0
"[3565, 5567, 364, 113, 4379, 364, 1264, 1152, 5097, 5013, 3800, 45, 46, 5623, 1127, 2611, 4146, 5660, 1635, 2777, 61, 2276, 2073, 390, 2234, 755, 2971, 846, 1073, 2699, 2234, 45, 755, 2971, 2853, 1964, 46, 61, 5013, 2685, 45, 1902, 81]",0
"[1038, 46, 846, 738, 4537, 5097, 3128, 5380, 45, 3026, 214, 46, 61, 1127, 2645, 2611, 5197, 5097, 3437, 5013, 1476, 5049, 3641, 3615, 1478, 792, 2611, 1165, 4481, 5013, 4339, 5380, 81]",0
"[3219, 2611, 27, 3326, 4693, 61, 1127, 5039, 782, 4486, 5097, 983, 1093, 81]",0
"[3565, 5567, 364, 113, 4379, 364, 1264, 1152, 5097, 5013, 3800, 45, 46, 5623, 1127, 2611, 4146, 5660, 1635, 2777, 61, 2276, 2073, 390, 2234, 755, 2971, 846, 1073, 2699, 2234, 45, 755, 2971, 2854, 3357]",0
"[737, 2870, 2853, 3905, 5097, 1677, 1612, 2055, 2061, 61, 755, 5097, 2371, 5040, 2061, 61, 5013, 4037, 932, 5118, 1837, 3493, 1609, 4023, 580, 5486, 5097, 2385, 610, 5097, 5026, 2061, 81]",0
"[5013, 5567, 3766, 1749, 3916, 5120, 3578, 1971, 1353, 3542, 3928, 3988, 5011, 5345, 1224, 4913, 2061, 81]",0
"[5022, 808, 5097, 983, 3478, 5486, 5097, 4968, 2870, 5097, 1352, 1635, 2327, 5694, 3656, 1612, 2060, 4716, 81]",0
"[4676, 737, 2699, 61, 1903, 61, 102, 4798, 837, 61, 5013, 4917, 1301, 2853, 932, 755, 1165, 983, 5346, 5097, 2371, 1612, 2055, 2061, 61, 5022, 1837, 3418, 806, 5097, 983, 774, 3869, 5097, 5039, 891, 5013, 3349, 985, 5692, 1143, 3418, 646, 4163, 5040, 2061, 2699, 580, 5139, 4]",0
"[2910, 5097, 983, 1306, 61, 5039, 2853, 59, 580, 1890, 3542, 2591, 390, 159, 62, 868, 580, 4243, 2699, 5011, 5044, 3873, 3636, 61, 5692, 1165, 733, 3098, 2055, 2061, 2327, 580, 5644, 792, 81]",0
"[5520, 2611, 5469, 2853, 5013, 590, 5097, 4163, 5040, 727, 4915, 2055, 2061, 61, 4676, 5011, 2611, 1165, 4481, 2581, 3407, 1338, 35, 644, 2236, 2699, 5598, 4913, 999, 81]",1
"[4676, 737, 2699, 61, 1903, 61, 102, 4798, 837, 61, 5013, 4917, 1301, 2853, 932, 755, 1165, 983, 5346, 5097, 2371, 1612, 2055, 2061, 61, 5022, 1837, 3418, 806, 5097, 983, 774, 3869, 5097, 5039, 891, 5013, 3349, 985, 5693, 3357]",0
"[3853, 2385, 944, 5013, 3559, 3571, 2801, 5097, 5567, 3766, 364, 81]",1
"[2870, 5346, 5097, 4906, 4676, 2167, 755, 5474, 592, 5097, 5408, 5013, 3808, 5255, 3784, 708, 1914, 81]",0
"[755, 3506, 5013, 792, 4935, 3109, 5073, 5097, 3076, 81]",0
"[5013, 4397, 2475, 5598, 2139, 2801, 81]",0
"[2870, 5346, 5097, 983, 2412, 3565, 352, 81]",0
"[5491, 1551, 3316, 3615, 3213, 5013, 3808, 1127, 3506, 5491, 1165, 3578, 3213, 81]",0
"[2611, 4050, 5013, 5567, 3766, 985, 3542, 5013, 4663, 2801, 1127, 3506, 5491, 846, 4653, 3371, 5135, 837, 755, 3478, 3626, 2801, 81]",0
"[3299, 4023, 580, 4913, 2060, 4671, 2276, 792, 5097, 983, 3503, 5526, 580, 4666, 4147, 61, 5491, 734, 3453, 4865, 2060, 2276, 3766, 1152, 61, 4865, 868, 3777, 83]",0
"[3359, 61, 2870, 35, 1017, 5097, 2495, 4119, 782, 2276, 3766, 1152, 2548, 61, 4676, 1749, 1165, 2521, 5097, 3154, 1017, 3766, 1152, 4200, 792, 3026, 758, 81]",1
"[3154, 5013, 3182, 3542, 5013, 5567, 3766, 4462, 364, 592, 5097, 983, 3565, 5121, 1133, 5013, 5345, 3542, 5698, 3154, 5013, 2060, 4945, 612, 2276, 3182, 5115]",0
"[718, 5013, 3278, 813, 5097, 2898, 2699, 5013, 1675, 3278, 813, 45, 2596, 3275, 46, 2276, 2336, 2809, 81]",1
"[69, 5345, 5013, 782, 3542, 5013, 2596, 3275, 2276, 4508, 83, 4666, 78, 3275, 2596, 5359, 5013, 782, 3542, 3631, 817, 2276, 5013, 4397, 5033, 45, 4508, 83, 3277, 46, 81]",0
"[5039, 3230, 61, 5011, 5013, 1755, 2495, 5013, 593, 5097, 2672, 3630, 813, 784, 2699, 5013, 3275, 2596, 755, 5345, 2870]",0
"[5491, 3453, 5567, 3766, 5097, 4910, 2881, 1320, 5401, 5013, 2820, 81]",1
"[2699, 4688, 1553, 5039, 1837, 3493, 5618, 5401, 4025, 4535, 81]",0
"[2713, 750, 782, 5097, 654, 61, 4223, 61, 1649, 5145, 4015, 3055, 45, 5138, 46, 61, 5097, 2348, 1879, 1855, 1635, 5342, 61, 1971, 4499, 4015, 685, 4360, 4629, 5145, 61, 755, 2910, 2497, 580, 4512, 3542, 1497, 81]",1
"[2910, 3026, 3565, 1731, 2640, 81]",0
"[4023, 3357, 2521, 5598, 5257, 4992, 5011, 1374, 2327, 1539, 81]",1
"[5034, 2611, 5035, 594, 2853, 3026, 5258, 1639, 755, 5083, 81]",0
"[5526, 3835, 580, 3466, 688, 2875, 2276, 2073, 5039, 2853, 1846, 3473, 81]",0
"[3823, 755, 3681, 1501, 4574, 2495, 3614, 5097, 1972, 5653, 81]",0
"[734, 5013, 4452, 5411, 4574, 2495, 3614, 5097, 1788, 3652, 1936, 81]",0
"[5039, 3990, 1828, 3418, 5618, 3565, 5582, 364, 45, 3073, 329, 46, 1065, 1447, 441, 2159, 439, 5197, 5703, 5382, 913, 441, 3466, 3067, 45, 46, 439, 3072, 4304, 441, 935, 914, 45, 3466, 4823, 447, 449, 5703, 579, 5603, 10, 61, 579, 5604, 10, 5705, 46, 439, 2645, 45, 4306, 442, 3071, 46, 5703, 1447, 441, 5190, 439, 5382, 1445, 441, 3466, 3069, 45, 4305, 46, 439, 5382, 3269, 441, 935, 1446, 45, 579, 3226, 10, 46, 439, 1896, 3236, 441, 3270, 439, 5705, 5705, 1200, 45, 3068, 2069, 46, 5703, 115, 1807, 750, 2037, 3275, 81, 5705]",0
"[1200, 45, 3070, 2069, 46, 5703, 115, 1807, 770, 2037, 3275, 81, 5705]",0
"[2645, 2611, 1200, 580, 2375, 2079, 61, 3531, 5039, 2079, 3275, 390, 3522, 4179, 3493, 4537, 5097, 750, 2868, 3542, 750, 3522, 2699, 4373, 390, 3072, 4304, 441, 935, 914, 45, 3466, 4823, 447, 449, 5703, 579, 5603, 10, 61, 579, 5604, 10, 5705, 46, 439, 1127, 913, 2853, 3493, 3510, 81]",0
"[2611, 734, 5661, 3565, 3380, 2297, 61, 1127, 2611, 4147, 3478, 4243, 83]",0
"[2645, 2611, 1200, 580, 2375, 2079, 61, 3531, 5039, 2079, 3275, 390, 3522, 4179, 3493, 4537, 5097, 750, 2868, 3542, 750, 3522, 2699, 4373, 390, 3072, 4304, 443, 3357]",0
"[2611, 1165, 5345, 2870, 5097, 4166, 3407, 2204, 81]",0
"[2556, 61, 5598, 5646, 5013, 4607, 5672, 837, 846, 2279, 5097, 5345, 579, 2167, 4310, 10, 81]",0
"[5039, 2488, 1093, 3407, 792, 4896, 5204, 868, 2611, 2491, 4853, 580, 5646, 5313, 5598, 5169, 5065, 755, 4131, 2976, 5011, 2167, 4310, 5474, 1209, 2866, 5598, 3407, 4474, 5069, 2052, 81]",0
"[2167, 4310, 2488, 3950, 3384, 2930, 3407, 792, 755, 2611, 1143, 3418, 1687, 5013, 5646, 5672, 2327, 5013, 4798, 61, 755, 868, 4865, 2870, 3115, 3026, 3407, 792, 5554, 3493, 983, 592, 5097, 2402, 944, 3565, 5013, 5636, 4798, 3615, 2645, 2870, 1837, 2870, 5554, 2495, 5097, 983, 5255, 580, 3466, 3422, 755, 586, 3956, 1615, 81]",0
"[3853, 1168, 5491, 2495, 750, 3611, 2699, 5013, 5648, 2198, 5097, 5303, 579, 2167, 4310, 10, 755, 718, 5646, 837, 5097, 3493, 4384, 2699, 2167, 4310, 3341, 2910, 3026, 2699, 5644, 445]",1
"[2591, 390, 154]",0
"[718, 3471, 1174, 5567, 3778, 5097, 3716, 2327, 5013, 5465, 792, 5360, 3471, 891, 3088, 5528, 1182, 4124, 4880, 2870, 81]",1
"[2414, 5465, 2488, 992, 592, 5097, 1828, 5039, 2276, 724, 285, 5687, 3506, 81]",0
"[2910, 5695, 5360, 2414, 5465, 891, 3224, 81]",0
"[4880, 2276, 5039, 5634, 1735, 774, 851, 2276, 750, 811, 1758, 985, 5030, 846, 3418, 2408, 5097, 1828, 5039, 774, 5073, 4702, 755, 2870, 5634, 1321, 5013, 2361, 2699, 2345, 1018, 5636, 755, 758, 81]",0
"[1750, 3453, 1572, 1832, 2327, 5567, 4798, 837, 81]",1
"[5023, 61, 2799, 5589, 837, 5598, 3550, 81]",0
"[3592, 4462, 3550, 2276, 5589, 5711, 3550, 3961, 2821, 882, 1303, 2276, 5589, 5558, 817, 3453, 5097, 983, 3357, 3982, 2276, 1125, 4]",0
"[3299, 113, 4034, 1299, 5097, 2495, 2825, 81]",0
"[2582, 61, 5026, 846, 2910, 1025, 649, 2294, 755, 3493, 5013, 2825, 5491, 2939, 2327, 3630, 649, 3464, 81]",0
"[2825, 846, 1808, 891, 580, 1084, 3869, 2699, 5013, 792, 113, 2355, 81]",0
"[5024, 2870, 2853, 2276, 5013, 792, 113, 2355, 1749, 3384, 3357, 2684, 5097, 2495, 580, 2412, 2207, 4097, 81]",0
"[720, 5097, 3935, 750, 649, 718, 5013, 1749, 5097, 3608, 2546, 649, 4811, 81]",0
"[2500, 2853, 592, 5097, 4575, 2546, 3656, 2580, 649, 5526, 4034, 1165, 3493, 2207, 5013, 649, 4253, 46, 81]",0
"[4023, 610, 5097, 1564, 8, 2420, 1635, 2699, 1135, 5]",1
"[2611, 4838, 580, 3694, 3542, 5013, 3669, 2699, 579, 2275, 390, 2874, 10, 755, 4481, 5013, 2273, 45, 4489, 5232, 46, 2853, 4229, 2699, 3384, 1060, 4838, 5006, 5013, 4289, 3542, 5013, 3669, 81]",0
"[4481, 2591, 390, 144, 445, 2299, 2276, 4448, 3542, 5039, 3905, 1109]",0
"[2611, 42, 4487, 4688, 4875, 5011, 846, 1321, 5097, 5520, 5491, 3453, 61, 1127, 3493, 4080, 61, 755, 846, 3196, 868, 1409, 81]",0
"[2611, 1828, 3418, 2939, 5541, 5022, 2853, 3478, 4880, 2276, 1608, 1760, 5097, 4118, 3471, 1184, 2699, 2336, 891, 580, 3128, 3012, 81]",0
"[4486, 1659, 5097, 4415, 5011, 5013, 1758, 2488, 3471, 1172, 2645, 2699, 4132, 2870, 1165, 3578, 4118, 580, 5399, 4728, 5223, 3542, 4929, 81]",0
"[2276, 3570, 3542, 3634, 3984, 5491, 3453, 5097, 4880, 3471, 1182, 4126, 5598, 2093, 1760, 755, 4545, 5225, 3542, 1183, 45, 3308, 61, 5236, 61, 5237, 61, 1160, 61, 1720, 61, 3219, 2059, 3357, 46, 2611, 42, 4118, 5011, 2276, 5646, 5013, 2345, 5554, 983, 656, 1127, 3578, 2276, 1760, 5598, 580, 4728, 3471, 1282, 5533, 2853, 1609, 3493, 3938, 2699, 774, 3542, 5013, 1760, 81]",0
"[4676, 3853, 4023, 5013, 3129, 4126, 2345, 2276, 3471, 1760, 733, 2699, 5013, 2194, 81]",1
"[2276, 3570, 3542, 3634, 3984, 5491, 3453, 5097, 4880, 3471, 1182, 4126, 5598, 2093, 1760, 755, 4545, 5225, 3542, 1183, 45, 3308, 61, 5236, 61, 5237, 61, 1160, 61, 1720, 61, 3219, 2059, 3357, 46, 2611, 42, 4118, 5011, 2276, 5646, 5013, 2345, 5554, 984, 3357]",0
"[2870, 35, 4887, 768, 5534, 1753, 5097, 2495, 5097, 2402, 5049, 5013, 1235, 5459, 5073, 2910, 5097, 654, 750, 2700, 4048, 3980, 5097, 5013, 1742, 1216, 81]",0
"[2611, 27, 3493, 4888, 2611, 1165, 5035, 3542, 580, 4135, 5011, 774, 1235, 2853, 3454, 2276, 5026, 439, 5030, 33, 3268, 580, 3959, 61, 2918, 61, 755, 5223, 81]",0
"[3853, 4223, 5013, 1223, 3974, 2276, 5026, 755, 718, 5017, 5097, 983, 656, 58]",1
"[5526, 3895, 3407, 5567, 361, 792, 5097, 5567, 3766, 361, 61, 2611, 2187, 5011, 5013, 5279, 792, 4972, 45, 5533, 2853, 733, 937, 46, 1551, 1828, 4688, 3630, 5034, 5097, 2725, 2059, 3357, 3983, 390, 217, 62, 1571, 3670, 755, 5354, 2270, 390, 3005, 35, 2137, 2870, 61, 5284, 5491, 5469, 5097, 1571, 4546, 837, 61, 5491, 5610, 3418, 2495, 5013, 4397, 5232, 2276, 716, 3838, 61, 4676, 5491, 26, 1982, 5309, 1576, 5013, 4397, 3670, 755, 1501, 2699, 1073, 5398, 81]",0
"[5451, 1551, 1571, 5040, 2270, 2699, 1905, 3996, 755, 1089, 2699, 5013, 1303, 45, 3670, 755, 5351, 1501, 46, 2327, 5013, 3624, 3996, 81]",0
"[2611, 2495, 4774, 5013, 2269, 3428, 2611, 5345, 45, 3670, 755, 5355, 46, 1127, 5013, 4383, 1551, 1652, 5598, 3630, 3428, 868, 5517, 81]",0
"[256, 62, 2611, 5345, 4543, 755, 2611, 5116, 4688, 5073, 5097, 4242, 5017, 868, 3670, 2699, 5013, 5567, 3766, 3996, 81]",0
"[5011, 1551, 983, 925, 5115, 81]",1
