Comments,Mentions_Problem
"[11664, 5194, 1845, 3489, 11696, 10427, 9127, 1238, 11654, 10427, 2287, 5209, 1845, 6541, 9597, 6079, 1842, 3880, 10713, 4669, 10427, 2469, 228, 10427, 4709, 6499, 10408, 11485, 11167, 4138, 10647, 3821, 10427, 8706, 2469, 179, 5425, 6079, 5194, 1841, 10739, 6483, 10713, 4669, 5633, 869, 9530, 6379, 228]",1
"[6266, 2459, 2469, 5633, 2259, 1461, 5209, 1845, 2047, 3772, 5944, 4891, 6579, 6079, 6964, 3884, 8391, 1238, 2749, 228, 1206, 9619, 7333, 10427, 2287, 6488, 7559, 10913, 1238, 7109, 7205, 5209, 1845, 2277, 228]",1
"[10427, 10314, 7823, 3718, 7025, 3041, 3900, 2214, 228]",1
"[7205, 2664, 179, 10475, 9425, 5021, 6964, 10314, 2491, 1238, 10429, 4331]",1
"[5633, 10427, 8237, 8750, 179, 10471, 2491, 1456, 5053, 179, 972, 179, 11587, 10427, 1661, 3547, 6025, 10713, 8557, 10427, 7497, 2491, 179, 1238, 9319, 869, 6762, 6025, 10739, 6483, 228, 2085, 5633, 7016, 7455, 179, 10427, 1661, 6658, 9425, 978, 9619, 2568, 7333, 6931, 2491, 179, 1834, 10458, 115, 10739, 6605, 2491, 10475, 2277, 179, 5505, 11873, 2159, 978, 9619, 2568, 179, 6079, 11675, 5256, 8398, 11029, 1238, 6994, 6964, 3890, 10713, 8385, 228]",1
"[10475, 5209, 4304, 11654, 10623, 6025, 7205, 8659, 228]",0
"[10427, 10314, 7823, 5194, 1845, 8215, 5633, 10427, 11664, 1238, 10374, 5209, 1845, 9454, 5633, 10427, 9171, 228, 9387, 2214, 5209, 1845, 2808, 10374, 5209, 1845, 6541, 931, 228]",0
"[10427, 10237, 5209, 2885, 6605, 10314, 2469, 1238, 8557, 10427, 4222, 2469, 5633, 868, 8822, 9, 228, 2085, 6079, 9252, 10408, 10427, 10237, 7423, 8703, 10427, 4222, 2469, 2085, 5209, 7025, 2808, 5505, 10427, 2469, 6025, 8475, 228, 10427, 6973, 7314, 8065, 7333, 10623, 4516, 6025, 6079, 2845, 5435, 2469, 11617, 9425, 1826, 5633, 10427, 11361, 4516, 2085, 7205, 6891, 4516, 228, 10465, 179, 6079, 3013, 1826, 8558, 4908, 2121, 8263, 10471, 2469, 5633, 11361, 4527, 1238, 8947, 7628, 7333, 7496, 6772, 228, 5471, 5209, 6699, 10623, 6271, 10686, 2085, 6079, 9252, 10475, 3547, 7025, 10201, 7016, 1085, 228, 5633, 7142, 995, 10314, 2469, 179, 10475, 1184, 8260, 9619, 7134, 5435, 2469, 5633, 6079, 11617, 6572, 10427, 2469, 6964, 2677, 228]",1
"[10427, 10374, 3677, 7025, 9246, 10713, 1826, 5574, 228, 10427, 7477, 10394, 7394, 4174, 9459, 10427, 10374, 1456, 7205, 5574, 228, 10475, 9425, 7662, 11696, 5112, 228, 6964, 11732, 7111, 10713, 5209, 1845, 3745, 10458, 228]",1
"[10427, 10314, 7823, 6493, 2664, 4709, 10427, 5023, 9124, 7333, 2287, 228, 10458, 1456, 9619, 2287, 10026, 1506, 5633, 8830, 6605, 4418, 7302, 1456, 3090, 11607, 7423, 7402, 3013, 5209, 1845, 11167, 228]",0
"[9527, 6079, 1820, 6025, 8559, 179, 10623, 6025, 7205, 4401, 8659, 228]",0
"[7165, 4355, 10314, 7823, 4709, 10427, 8131, 6025, 6699, 179, 6207, 869, 9219, 3954, 7394, 5422, 10427, 4222, 10314, 2214, 4709, 8822, 7662, 228, 6577, 7165, 6697, 7333, 5422, 10429, 2287, 5546, 869, 7972, 160, 5472, 228, 3677, 10475, 4138, 1092, 6079, 161, 7474, 5194, 869, 7134, 10314, 2208, 1845, 11816, 10713, 11334, 10429, 2287, 228, 1160, 7333, 10427, 887, 1456, 6847, 228]",1
"[10427, 7135, 10314, 7823, 7628, 6025, 5053, 179, 5633, 10623, 7628, 179, 10427, 1661, 3407, 10427, 3564, 6762, 11617, 7109, 10314, 179, 1238, 5021, 10427, 2863, 179, 6079, 122, 11341, 2429, 228, 1238, 5633, 10427, 2469, 7628, 179, 10427, 1661, 2664, 10427, 7719, 10314, 179, 7662, 1160, 10427, 10314, 228]",0
"[10314, 7823, 5952, 10427, 1819, 11732, 1238, 9898, 883, 10429, 10314, 11732, 179, 2085, 7205, 6994, 3489, 4331, 228]",1
"[10458, 6025, 7165, 6392, 8215, 11607, 10427, 8131, 6025, 3380, 9597, 10408, 5471, 2159, 6600, 10314, 10427, 10314, 2214, 228, 2085, 10427, 9171, 2813, 7333, 869, 9045, 7333, 10427, 10374, 11617, 4203, 10018, 10678, 6079, 9252, 6359, 4150, 11753, 228]",0
"[10427, 10237, 122, 4551, 9982, 7671, 10427, 10314, 228, 10475, 5209, 1184, 3745, 869, 5105, 11351, 4320, 10427, 2287, 10475, 5209, 5574, 1238, 10623, 6025, 2557, 228]",0
"[5471, 3013, 7205, 4560, 10427, 3900, 2214, 11607, 10427, 2469, 3547, 7025, 11732, 228, 1184, 10427, 10237, 6025, 5883, 2287, 9597, 5356, 10475, 11675, 7662, 10427, 7719, 9127, 228]",0
"[7217, 9698, 10713, 978, 5275, 1506, 7972, 10314, 2214, 7662, 11696, 10427, 5023, 2287, 228]",0
"[11856, 179, 5471, 3773, 10427, 4527, 10427, 1661, 2277, 1238, 9045, 10427, 11648, 8131, 5633, 7016, 7566, 11732, 9666, 179, 4685, 10427, 6598, 10361, 9828, 9785, 5633, 11664, 179, 5471, 3677, 10427, 6600, 10314, 7333, 1661, 122, 11732, 228, 1238, 10427, 4266, 9051, 2988, 1238, 1160, 10427, 10314, 7668, 228]",0
"[11856, 10475, 11732, 11341, 11545, 228, 1160, 10427, 10374, 1456, 3920]",0
"[7165, 7314, 4103, 7324, 228]",0
"[9387, 7817, 6308, 7423, 7402, 9312, 179, 6579, 6079, 11001, 179, 5471, 7423, 4966, 1819, 5487, 179, 6079, 9425, 1826, 6964, 9698, 228]",1
"[5053, 11784, 228, 3677, 7025, 6359, 10427, 7795, 10647, 228, 3013, 5209, 5733, 11696, 9625, 1903, 160, 7474, 1617, 6300, 4043, 7795, 835, 9619, 7333, 10443, 1456, 179, 11636, 9619, 7333, 10443, 1456, 10739, 9567, 10713, 8385, 161]",1
"[10427, 4322, 1160, 10427, 1523, 7333, 10427, 8131, 8445, 11545, 228, 9180, 7333, 2469, 3373, 10427, 2287, 10408, 5209, 1845, 6541, 1238, 1184, 5256, 5633, 4320, 10427, 1399, 10471, 5146, 5209, 10202, 10713, 9613, 10427, 8071, 1539, 10713, 10443, 228]",0
"[5471, 5209, 9255, 869, 5105, 5625, 5633, 10427, 3698, 7333, 10427, 4853, 228, 6079, 4322, 10427, 5043, 7333, 10427, 8131, 1238, 5422, 10427, 2287, 5209, 1845, 5574, 228]",0
"[5471, 2159, 11017, 11587, 10427, 8131, 6025, 883, 1238, 11587, 10427, 10237, 8558, 4441, 3884, 228, 10427, 10237, 5194, 4304, 10429, 11732, 5633, 869, 9504, 11502, 2121, 3416, 6079, 3921, 5633, 10427, 11664, 1506, 11545, 1506, 5633, 10427, 9166, 11351, 228, 10237, 5194, 1184, 5574, 6605, 2287, 9527, 10427, 6271, 8895, 5633, 2469, 1814, 1506, 11545, 1506, 11664, 228]",0
"[5053, 4046, 3419, 11617, 6207, 883, 3718, 10427, 6150, 179, 2085, 4491, 8613, 4813, 10427, 8065, 3419, 228, 9619, 3930, 3013, 5209, 1845, 11045, 10713, 978, 6964, 3397, 10713, 10427, 3419, 228]",1
"[5633, 10623, 11840, 179, 5471, 10614, 6079, 11341, 2429, 179, 10458, 1456, 1785, 5956, 179, 8071, 7109, 10713, 1826, 3745, 179, 1238, 10427, 9789, 7333, 10427, 11835, 7333, 7497, 11337, 228, 1102, 8404, 10427, 4582, 7628, 7333, 10623, 11796, 179, 5471, 5209, 869, 1819, 11029, 7333, 10623, 8131, 122, 7296, 6025, 10713, 8557, 10427, 7497, 11337, 228, 2649, 11696, 10427, 7497, 11337, 179, 10623, 6277, 11337, 995, 6964, 9698, 3419, 1238, 6964, 9177, 179, 10471, 7135, 7628, 5256, 8398, 11029, 10623, 8131, 1238, 5471, 10614, 10427, 1661, 3547, 869, 5053, 6150, 228]",0
"[10427, 11796, 7577, 5666, 6605, 2856, 228, 9597, 3718, 10427, 11351, 228, 10475, 3407, 10427, 2287, 1238, 5422, 10427, 10237, 8557, 10427, 4527, 179, 2085, 10713, 9619, 4386, 179, 10475, 6207, 6408, 1160, 10427, 2287, 10475, 147, 6541, 179, 2085, 6255, 7333, 3489, 4331, 228, 6359, 11587, 10475, 5209, 3745, 5633, 11664, 7577, 179, 10475, 11154, 9180, 10713, 6619, 10427, 2287, 10475, 6541, 179, 2085, 6079, 122, 7205, 7100, 10713, 3677, 10408, 228, 4997, 5194, 1181, 9438, 10408, 5633, 869, 2421, 11502, 228, 1238, 1506, 8028, 6699, 179, 6079, 6258, 9619, 5956, 2853, 228, 4709, 5839, 179, 5633, 10427, 868, 1785, 9, 9219, 179, 6079, 6025, 10117, 10713, 5209, 869, 3489, 5955, 10713, 868, 8822, 9, 4516, 1238, 11587, 8818, 6025, 5633, 4266, 228, 6079, 9252, 10408, 10427, 10237, 3547, 7025, 5021, 869, 5053, 11017, 7474, 5955, 7333, 868, 8818, 9, 1506, 5471, 10614, 6079, 122, 6560, 8629, 10713, 8895, 4891, 228]",1
"[1506, 7724, 10427, 11351, 179, 6079, 11753, 4568, 228]",0
"[6079, 3718, 7205, 2429, 3305, 10427, 7700, 1238, 3436, 8039]",1
"[3013, 7205, 4560, 10427, 6392, 10713, 8237, 8750]",1
"[10458, 122, 7165, 6392, 10713, 10427, 8237, 8750, 10678, 5471, 2159, 7205, 2316, 5505, 10427, 2064, 7671, 7474, 7205, 228, 7394, 10427, 7510, 5158, 179, 10427, 7050, 5633, 8215, 5633, 10427, 2469, 9246, 8475, 228]",1
"[5471, 2159, 7205, 4560, 869, 11502, 10713, 6600, 10314, 10427, 11732, 3745, 5633, 10623, 8131, 228, 2085, 10427, 4207, 7333, 10314, 2214, 5633, 10427, 9171, 9252, 10713, 11732, 7736, 4568, 228]",1
"[11856, 179, 6079, 5194, 10314, 7628, 228, 5053, 6150, 4, 2085, 5471, 10614, 6079, 6025, 7205, 4046, 228, 11873, 9425, 11783, 9619, 10314, 4709, 11875, 8558, 6762, 1238, 7134, 6762, 4396, 4813, 7497, 6762, 228, 4709, 4172, 179, 11873, 51, 1903, 10713, 10314, 9262, 6686, 1238, 9291, 6762, 1506, 11545, 228]",1
"[4945, 179, 11873, 4575, 11875, 11732, 7394, 10686, 1238, 10160, 228, 5053, 6150, 4, 2085, 9619, 6051, 1456, 7111, 10713, 1826, 6931, 228, 419, 228, 868, 9600, 9, 6762, 6025, 11341, 6483, 179, 11617, 9425, 1826, 8558, 228, 547, 5471, 10614, 9619, 6762, 2159, 1826, 4396, 4813, 9157, 228, 4709, 179, 4172, 179, 4813, 6380, 10713, 6379, 525, 2159, 1826, 4396, 10713, 869, 7134, 6762, 2153, 868, 4979, 9, 228, 645, 2568, 1456, 7111, 1855, 8558, 6762, 1238, 7142, 995, 6762, 179, 11617, 6572, 8922, 10713, 3890, 10713, 11017, 11875, 2469, 228, 688, 10427, 2469, 9953, 6025, 5053, 228]",1
"[10427, 11784, 5194, 1845, 6931, 11545, 10713, 10072, 7016, 8027, 8895, 228, 10427, 10224, 5209, 1845, 8169, 6699, 1238, 10427, 6947, 7333, 10427, 11784, 6025, 9625, 10408, 6025, 2557, 228, 2469, 9593, 1456, 10739, 6483, 5633, 10427, 11784, 10647, 228]",1
"[11856, 179, 10427, 11784, 3718, 6697, 5422, 10427, 1669, 7742, 10427, 10221, 228, 10427, 7823, 7333, 11732, 4358, 9802, 9597, 228, 1184, 179, 10427, 10314, 7700, 1456, 6699, 11617, 6025, 1280, 7874, 7878, 228, 5471, 6207, 4491, 869, 6511, 7333, 11086, 2469, 9593, 1456, 8001, 228]",1
"[5471, 3677, 4491, 9619, 7333, 10427, 10314, 2214, 1456, 11341, 6483, 1238, 6079, 11771, 1826, 1903, 5505, 10643, 10314, 2214, 3013, 1826, 6946, 5944, 9568, 10314, 2214, 228, 5425, 179, 10623, 6025, 6207, 869, 7759, 7455, 1238, 10427, 10314, 2214, 5209, 1845, 11816, 5633, 869, 4649, 6595, 228, 2568, 3013, 1826, 995, 10713, 6572, 10427, 2469, 9246, 6964, 5959, 228, 2486, 9459, 712, 6051, 10713, 4595, 179, 11696, 6605, 3837, 2469, 9266, 228]",1
"[10427, 8559, 6699, 5633, 10427, 8065, 9789, 5194, 1845, 3054, 8169, 228, 10427, 10314, 2214, 5425, 5209, 7005, 7320, 7333, 3102, 1228, 7293, 3936, 835, 868, 848, 1554, 160, 835, 1541, 161, 9, 6079, 2159, 1826, 3261, 1617, 10427, 10748, 7333, 10427, 9020, 4516, 1238, 8886, 5633, 10427, 8811, 2863, 228, 10623, 11485, 6699, 1506, 1228, 1015, 2558, 4709, 8996, 7402, 7333, 10427, 8895, 179, 5425, 5471, 3013, 7205, 4560, 1290, 2287, 5633, 10427, 2469, 228]",1
"[10427, 9157, 6762, 5194, 1845, 6931, 179, 2085, 6079, 9841, 11341, 6483, 179, 6079, 9425, 1826, 9320, 5944, 9387, 9509, 6763, 8828, 5194, 9070, 6045, 228, 5633, 10427, 1568, 4516, 179, 869, 6511, 7333, 2469, 6025, 9496, 179, 6079, 2159, 1826, 6738, 10662, 1855, 6762, 4709, 3866, 10314, 2208, 228]",1
"[5471, 3677, 7025, 10614, 10475, 2944, 1160, 10427, 2214, 6415, 5633, 10314, 7823, 228, 5633, 10427, 10314, 7823, 179, 10475, 8192, 10408, 10475, 11675, 8557, 9157, 6762, 179, 2085, 6079, 9841, 10713, 6483, 228, 10475, 9425, 9319, 6079, 5944, 9387, 9509, 6772, 228]",1
"[2443, 6051, 9841, 7109, 10713, 4595]",1
"[11856, 179, 10427, 8131, 5194, 1845, 11545, 4304, 5633, 10427, 11664, 7577, 228, 5471, 6362, 10427, 7628, 6712, 4849, 10374, 4709, 11612, 9939, 2352, 10427, 9070, 10751, 1456, 5633, 10427, 9070, 10237, 228, 10427, 11664, 7577, 6560, 2845, 10427, 2469, 9593, 1238, 869, 1945, 6964, 3955, 11771, 1826, 5105, 228, 10427, 10237, 3547, 7205, 11732, 6994, 7394, 3954, 6964, 1506, 10045, 5633, 10427, 6271, 8895, 10647, 228]",1
"[10623, 10686, 1819, 6464, 1877, 10026, 2469, 5194, 1845, 5023, 2085, 11341, 2037, 179, 869, 1945, 6964, 4331, 11771, 6079, 6572, 6079, 3880, 4709, 869, 7176, 10275, 8400, 1184, 10713, 8385, 11587, 6025, 5048, 7394, 4]",1
